review,label,split
"Overall, the dialogue turned out to be tedious. The plot felt forgettable to me. This sequel was predictable. Save your money and skip this one.",0,test
"Honestly, the story felt captivating to me. The ending turned out to be excellent. One of the best I've seen this year.",1,train
"Overall, the dialogue was compelling. I found this film gripping. The soundtrack turned out to be fantastic. The plot was outstanding. I would watch it again.",1,test
"To be fair, the pacing was underwhelming. This drama was awful. This picture felt dull to me. I wouldn't recommend it to anyone.",0,train
I found the screenplay gripping. The lead actor felt wonderful to me. I was moved to tears.,1,test
I found this film forgettable. The pacing turned out to be dreadful. I regret watching it.,0,train
"In my opinion, the acting felt masterful to me. This documentary turned out to be outstanding. Worth every minute of my time.",1,train
"Honestly, the screenplay turned out to be wonderful. I found the plot excellent. I found the pacing beautiful. Highly recommended for everyone.",1,test
"In my opinion, the pacing felt compelling to me. The screenplay turned out to be heartwarming. It kept me hooked from start to finish.",1,test
"To be fair, i found the acting forgettable. The performance felt confusing to me. I regret watching it.",0,train
The performance turned out to be flat. This film was tedious. The acting felt clumsy to me. This sequel was poorly written. I expected so much more from this cast.,0,train
"Honestly, this drama turned out to be gripping. I found the script captivating. The dialogue turned out to be beautiful. I found this sequel heartwarming. Worth every minute of my time.",1,train
"To be fair, i found this sequel terrible. I found the whole experience forgettable. I couldn't wait for it to end.",0,train
"In my opinion, this picture was dreadful. The lead actor felt clumsy to me. The plot made absolutely no sense.",0,train
"In my opinion, this picture turned out to be disappointing. I found the pacing lifeless. This documentary felt disappointing to me. I found this sequel mediocre. Nothing about it felt original.",0,train
"Overall, the movie turned out to be beautiful. The cinematography felt wonderful to me. The dialogue felt inspiring to me. The emotional depth was incredible.",1,train
"Honestly, the ending turned out to be dull. The cinematography was poorly written. Nothing about it felt original.",0,train
"In my opinion, this documentary was brilliant. The story turned out to be amazing. The script turned out to be gripping. Everyone in the theatre applauded.",1,train
"Honestly, the script was superb. The plot felt amazing to me. I found the acting captivating. Highly recommended for everyone.",1,train
"To be fair, the lead actor felt unconvincing to me. The script turned out to be unconvincing. This documentary was shallow. The performance felt mediocre to me. I wouldn't recommend it to anyone.",0,test
"In my opinion, the dialogue was captivating. The pacing felt outstanding to me. The script felt outstanding to me. A true masterpiece of storytelling.",1,test
"Honestly, i found the screenplay painful to watch. The movie felt badly acted to me. This film was flat. I regret watching it.",0,train
"Honestly, the ending turned out to be mediocre. This sequel felt awful to me. The cinematography turned out to be boring. The movie was underwhelming. Save your money and skip this one.",0,test
"In my opinion, i found the ending excellent. The soundtrack turned out to be impressive. Worth every minute of my time.",1,test
"In my opinion, i found the performance outstanding. The movie felt masterful to me. The cinematography was captivating. It kept me hooked from start to finish.",1,train
"Overall, i found the pacing predictable. I found the whole experience terrible. A complete waste of time and money.",0,test
"In my opinion, i found the cinematography awful. The director's work felt lifeless to me. I found this drama unconvincing. The acting turned out to be underwhelming. Nothing about it felt original.",0,train
"To be fair, this sequel was outstanding. The script was excellent. The lead actor was fantastic. I found the performance impressive. A true masterpiece of storytelling.",1,test
"In my opinion, the director's work was lifeless. This documentary felt confusing to me. I found this sequel painful to watch. Save your money and skip this one.",0,test
"Overall, the movie felt unconvincing to me. The screenplay felt tedious to me. The dialogue was badly acted. The acting felt terrible to me. It dragged on far too long.",0,train
"Overall, the ending turned out to be compelling. The acting turned out to be delightful. Everyone in the theatre applauded.",1,test
The whole experience was lifeless. The performance was badly acted. The script turned out to be tedious. The ending turned out to be badly acted. I wouldn't recommend it to anyone.,0,train
"Honestly, the pacing was mediocre. I found the screenplay disappointing. This documentary felt boring to me. I found the story forgettable. The plot made absolutely no sense.",0,train
"Overall, the acting turned out to be lifeless. The whole experience felt lifeless to me. I found this drama shallow. The plot made absolutely no sense.",0,train
The plot felt brilliant to me. The cinematography felt remarkable to me. I would watch it again.,1,train
"To be fair, this documentary turned out to be painful to watch. The cinematography turned out to be dull. A complete waste of time and money.",0,train
"In my opinion, the ending felt terrible to me. The story was clumsy. The whole experience turned out to be clumsy. Save your money and skip this one.",0,train
I found the performance dull. I found the lead actor painful to watch. It dragged on far too long.,0,train
"To be fair, the acting turned out to be dull. The screenplay was shallow. I regret watching it.",0,train
"To be fair, i found the movie fantastic. The ending turned out to be gripping. This picture turned out to be fantastic. The screenplay was incredible. Worth every minute of my time.",1,train
"To be fair, the soundtrack turned out to be mediocre. The ending turned out to be terrible. This drama was dreadful. The movie felt disappointing to me. It dragged on far too long.",0,test
"To be fair, i found the script shallow. I found this drama dreadful. It dragged on far too long.",0,test
"To be fair, the soundtrack felt phenomenal to me. I found the movie captivating. Worth every minute of my time.",1,train
"To be fair, i found the director's work dull. The ending was dull. The soundtrack turned out to be poorly written. This film was dull. I regret watching it.",0,train
"Overall, i found the script confusing. I found the whole experience poorly written. I found the pacing tedious. Save your money and skip this one.",0,train
"Honestly, the ending was predictable. I found this film predictable. I expected so much more from this cast.",0,test
"To be fair, the story turned out to be amazing. I found the dialogue captivating. I was moved to tears.",1,train
"Overall, the cinematography felt touching to me. The movie turned out to be amazing. The whole experience turned out to be heartwarming. The story was outstanding. One of the best I've seen this year.",1,train
"Overall, the performance was beautiful. This sequel felt remarkable to me. The whole experience felt masterful to me. Worth every minute of my time.",1,train
"Honestly, the plot felt remarkable to me. The screenplay was remarkable. The whole experience was heartwarming. The acting turned out to be compelling. It kept me hooked from start to finish.",1,train
"To be fair, the pacing turned out to be phenomenal. The screenplay turned out to be masterful. I would watch it again.",1,train
"Honestly, i found the whole experience dull. This drama was awful. I wouldn't recommend it to anyone.",0,train
"In my opinion, the acting felt heartwarming to me. The ending felt amazing to me. The emotional depth was incredible.",1,train
"Honestly, the soundtrack felt awful to me. The movie turned out to be poorly written. It dragged on far too long.",0,train
"In my opinion, i found the acting clumsy. The soundtrack turned out to be clumsy. I found this sequel mediocre. Save your money and skip this one.",0,train
"To be fair, the story was dreadful. I found the cinematography forgettable. The whole experience was confusing. The soundtrack felt confusing to me. I wouldn't recommend it to anyone.",0,test
"To be fair, the script turned out to be dreadful. The performance was disappointing. I found this picture forgettable. The soundtrack was poorly written. The plot made absolutely no sense.",0,train
"To be fair, i found this sequel excellent. I found the cinematography compelling. I found the director's work gripping. Worth every minute of my time.",1,test
"Overall, the lead actor turned out to be terrible. This picture was disappointing. I found the story mediocre. I found the soundtrack clumsy. The plot made absolutely no sense.",0,train
"Honestly, the whole experience was impressive. The performance turned out to be excellent. One of the best I've seen this year.",1,train
"Honestly, i found the ending superb. The script turned out to be gripping. The whole experience turned out to be gripping. I found the cinematography delightful. One of the best I've seen this year.",1,train
I found this documentary superb. I found the cinematography inspiring. The story turned out to be phenomenal. I was moved to tears.,1,train
"In my opinion, the plot felt mediocre to me. I found the ending mediocre. I found the director's work disappointing. Save your money and skip this one.",0,train
"Overall, the soundtrack was tedious. The story felt dull to me. The cinematography was awful. I regret watching it.",0,test
"In my opinion, i found this sequel predictable. The soundtrack turned out to be disappointing. I found the story shallow. The plot felt confusing to me. The plot made absolutely no sense.",0,test
"Overall, the director's work was brilliant. The story turned out to be inspiring. I was moved to tears.",1,train
"Honestly, the dialogue felt shallow to me. The ending was poorly written. The acting turned out to be badly acted. I expected so much more from this cast.",0,train
"In my opinion, i found the story fantastic. The plot was wonderful. A true masterpiece of storytelling.",1,test
"In my opinion, i found this sequel compelling. I found the acting excellent. I found this documentary masterful. I found the story beautiful. Highly recommended for everyone.",1,train
"Overall, this drama turned out to be clumsy. I found the lead actor unconvincing. A complete waste of time and money.",0,train
The cinematography was awful. The acting felt dreadful to me. This documentary felt terrible to me. I found the script disappointing. I regret watching it.,0,train
"Overall, i found the whole experience brilliant. I found this drama masterful. This picture turned out to be phenomenal. The emotional depth was incredible.",1,train
"To be fair, i found the screenplay unconvincing. The pacing turned out to be lifeless. The cinematography turned out to be unconvincing. It dragged on far too long.",0,train
I found the pacing delightful. I found the performance superb. I was moved to tears.,1,test
"Overall, this film turned out to be wonderful. The movie felt brilliant to me. I found the pacing compelling. I found the soundtrack masterful. The emotional depth was incredible.",1,train
"Honestly, the plot turned out to be excellent. The whole experience turned out to be compelling. The screenplay was inspiring. It kept me hooked from start to finish.",1,train
"In my opinion, the screenplay felt inspiring to me. I found this picture compelling. The script turned out to be amazing. The plot felt excellent to me. Everyone in the theatre applauded.",1,train
"To be fair, this documentary turned out to be gripping. I found this picture masterful. It kept me hooked from start to finish.",1,train
"Overall, the ending was dull. I found the cinematography poorly written. I regret watching it.",0,train
"To be fair, the soundtrack turned out to be excellent. I found this documentary captivating. The script was amazing. The dialogue was fantastic. I would watch it again.",1,test
"In my opinion, this drama felt tedious to me. The screenplay was awful. The story felt disappointing to me. This picture felt terrible to me. I wouldn't recommend it to anyone.",0,test
"Overall, the screenplay was remarkable. I found this film amazing. The dialogue felt amazing to me. A true masterpiece of storytelling.",1,train
This drama was badly acted. I found this film forgettable. I wouldn't recommend it to anyone.,0,train
"Honestly, the cinematography turned out to be delightful. This drama was excellent. I found the movie wonderful. It kept me hooked from start to finish.",1,train
"Overall, this documentary felt clumsy to me. The dialogue was clumsy. I found the whole experience shallow. I regret watching it.",0,train
"In my opinion, i found this drama phenomenal. I found this film inspiring. The cinematography turned out to be remarkable. The movie turned out to be compelling. It kept me hooked from start to finish.",1,train
"In my opinion, i found the story excellent. The whole experience turned out to be phenomenal. The acting turned out to be remarkable. The emotional depth was incredible.",1,train
"Honestly, this documentary felt dreadful to me. This film turned out to be painful to watch. I nearly fell asleep halfway through.",0,train
"Honestly, the pacing felt mediocre to me. I found the acting boring. The story was forgettable. This documentary felt terrible to me. I couldn't wait for it to end.",0,train
The ending felt disappointing to me. I found the soundtrack flat. This picture felt tedious to me. The lead actor felt confusing to me. I expected so much more from this cast.,0,train
"To be fair, i found the ending masterful. I found the movie superb. I would watch it again.",1,train
I found the plot incredible. The ending felt impressive to me. The screenplay turned out to be inspiring. A true masterpiece of storytelling.,1,train
The lead actor turned out to be dreadful. I found this documentary boring. The script turned out to be disappointing. I expected so much more from this cast.,0,train
The script felt clumsy to me. I found the movie forgettable. It dragged on far too long.,0,train
"Overall, the whole experience felt inspiring to me. The soundtrack felt brilliant to me. A must-watch for any fan of the genre.",1,train
"To be fair, the movie was compelling. This drama turned out to be inspiring. A must-watch for any fan of the genre.",1,train
"To be fair, this picture felt mediocre to me. The director's work was disappointing. It dragged on far too long.",0,train
"In my opinion, this drama was badly acted. This film felt boring to me. The screenplay felt unconvincing to me. The whole experience turned out to be dreadful. The plot made absolutely no sense.",0,train
"To be fair, the screenplay was dreadful. The soundtrack was disappointing. Save your money and skip this one.",0,train
I found this picture delightful. I found the lead actor delightful. A true masterpiece of storytelling.,1,test
"Overall, i found this picture incredible. This film was superb. The acting turned out to be wonderful. A must-watch for any fan of the genre.",1,train
I found the pacing wonderful. The script was touching. I found this film excellent. I found this documentary outstanding. Worth every minute of my time.,1,train
I found this picture incredible. This film was incredible. The performance turned out to be impressive. Worth every minute of my time.,1,train
"Honestly, the screenplay was shallow. The script turned out to be terrible. I found the performance tedious. The cinematography was poorly written. I regret watching it.",0,test
"Honestly, the soundtrack felt shallow to me. The plot felt painful to watch to me. The acting turned out to be mediocre. I found this film confusing. I nearly fell asleep halfway through.",0,train
The acting was confusing. This film was underwhelming. The plot made absolutely no sense.,0,train
"In my opinion, the cinematography felt inspiring to me. I found the soundtrack beautiful. I found the movie captivating. I found the performance incredible. One of the best I've seen this year.",1,train
"To be fair, the director's work felt unconvincing to me. The movie turned out to be predictable. I found the performance dull. This sequel felt painful to watch to me. Save your money and skip this one.",0,train
"Honestly, the plot felt awful to me. The lead actor turned out to be terrible. The soundtrack was clumsy. I nearly fell asleep halfway through.",0,train
"In my opinion, the pacing was tedious. The dialogue turned out to be boring. Nothing about it felt original.",0,train
"In my opinion, i found the pacing terrible. This documentary felt flat to me. The director's work turned out to be dreadful. The acting felt flat to me. I regret watching it.",0,train
"Honestly, this sequel turned out to be flat. The script felt mediocre to me. I found the soundtrack forgettable. The movie felt predictable to me. A complete waste of time and money.",0,train
"To be fair, the performance was poorly written. The script turned out to be awful. I found this sequel flat. Save your money and skip this one.",0,train
"In my opinion, the dialogue was superb. This film felt brilliant to me. This drama felt brilliant to me. I was moved to tears.",1,train
The movie was underwhelming. I found this sequel tedious. This film was underwhelming. I found the pacing lifeless. I regret watching it.,0,train
"In my opinion, i found the director's work tedious. This sequel felt terrible to me. The story felt confusing to me. Nothing about it felt original.",0,train
"Overall, the story turned out to be boring. The dialogue was painful to watch. A complete waste of time and money.",0,train
"Overall, the movie turned out to be flat. This drama was lifeless. I found the soundtrack predictable. I expected so much more from this cast.",0,train
"Overall, i found the whole experience unconvincing. The cinematography felt painful to watch to me. It dragged on far too long.",0,train
"Overall, i found the script painful to watch. The screenplay was poorly written. The movie felt painful to watch to me. I expected so much more from this cast.",0,train
This documentary was disappointing. The soundtrack felt mediocre to me. Nothing about it felt original.,0,train
The ending was gripping. This drama was touching. The whole experience turned out to be masterful. Everyone in the theatre applauded.,1,train
The whole experience turned out to be terrible. The dialogue felt tedious to me. This picture was poorly written. I nearly fell asleep halfway through.,0,test
"Honestly, i found this sequel clumsy. The screenplay was tedious. The movie was forgettable. The lead actor turned out to be lifeless. I couldn't wait for it to end.",0,train
The soundtrack felt shallow to me. The lead actor turned out to be shallow. I nearly fell asleep halfway through.,0,train
"Honestly, the acting felt excellent to me. The movie was wonderful. I found the performance remarkable. The screenplay was outstanding. Highly recommended for everyone.",1,train
This documentary was terrible. I found the director's work disappointing. The ending was boring. I found the cinematography mediocre. Save your money and skip this one.,0,train
"To be fair, the director's work felt brilliant to me. I found the dialogue phenomenal. The movie was fantastic. I found the plot fantastic. I was moved to tears.",1,train
"Overall, the movie was dull. The pacing was lifeless. I found this sequel dreadful. The plot turned out to be unconvincing. I expected so much more from this cast.",0,train
"Honestly, i found the performance poorly written. The dialogue felt dreadful to me. A complete waste of time and money.",0,test
"To be fair, i found the lead actor superb. I found this documentary impressive. The director's work turned out to be outstanding. The story turned out to be remarkable. I was moved to tears.",1,train
"To be fair, the movie was terrible. The lead actor turned out to be terrible. The script turned out to be disappointing. This documentary was badly acted. The plot made absolutely no sense.",0,test
"In my opinion, the screenplay felt lifeless to me. The dialogue felt dreadful to me. This drama was boring. It dragged on far too long.",0,train
"Honestly, the whole experience felt underwhelming to me. This documentary felt clumsy to me. The movie felt dull to me. Save your money and skip this one.",0,train
"Overall, the script felt shallow to me. I found the movie shallow. I regret watching it.",0,train
"Honestly, the dialogue turned out to be disappointing. The cinematography was awful. I couldn't wait for it to end.",0,test
"Honestly, i found the performance dreadful. I found the script confusing. The soundtrack felt underwhelming to me. I couldn't wait for it to end.",0,train
"To be fair, i found the dialogue fantastic. This film was touching. The script was inspiring. A true masterpiece of storytelling.",1,train
"Honestly, i found the director's work inspiring. The acting felt compelling to me. I found the whole experience delightful. The cinematography turned out to be masterful. I was moved to tears.",1,train
I found the dialogue touching. I found this picture delightful. The whole experience was incredible. The plot was wonderful. Highly recommended for everyone.,1,train
"To be fair, this picture felt painful to watch to me. The director's work felt terrible to me. The script felt poorly written to me. I found this film confusing. I couldn't wait for it to end.",0,train
The dialogue turned out to be lifeless. This sequel was lifeless. I found this picture flat. The plot made absolutely no sense.,0,train
"In my opinion, i found the lead actor forgettable. The pacing was tedious. Nothing about it felt original.",0,train
"Overall, the ending turned out to be tedious. The dialogue felt badly acted to me. This drama turned out to be boring. I found the movie predictable. Nothing about it felt original.",0,train
"In my opinion, the plot felt awful to me. The whole experience turned out to be underwhelming. The cinematography felt flat to me. I couldn't wait for it to end.",0,train
"To be fair, the screenplay was inspiring. This drama was touching. Everyone in the theatre applauded.",1,train
"Overall, the dialogue was unconvincing. The director's work was forgettable. The plot made absolutely no sense.",0,train
"Honestly, the lead actor felt masterful to me. The acting turned out to be incredible. The ending was compelling. A must-watch for any fan of the genre.",1,train
I found this film excellent. The story was masterful. The acting turned out to be superb. A must-watch for any fan of the genre.,1,train
"Overall, the cinematography felt phenomenal to me. The performance was masterful. The screenplay felt masterful to me. I found the acting amazing. Highly recommended for everyone.",1,train
"To be fair, i found the pacing flat. The script felt badly acted to me. I found the plot lifeless. I regret watching it.",0,test
"Honestly, i found the screenplay lifeless. This picture was mediocre. This sequel was clumsy. I regret watching it.",0,train
"Honestly, the movie was amazing. The script turned out to be masterful. The emotional depth was incredible.",1,train
"In my opinion, the pacing felt shallow to me. I found this drama awful. The soundtrack turned out to be unconvincing. The ending turned out to be tedious. A complete waste of time and money.",0,train
"To be fair, the dialogue felt incredible to me. The performance turned out to be remarkable. The whole experience felt outstanding to me. Worth every minute of my time.",1,train
"Overall, the director's work felt poorly written to me. I found the movie badly acted. This drama turned out to be dull. I couldn't wait for it to end.",0,train
"Honestly, the cinematography turned out to be underwhelming. I found this sequel unconvincing. I found the movie awful. This documentary felt dull to me. Nothing about it felt original.",0,test
"Honestly, the plot felt inspiring to me. I found the acting heartwarming. I found this picture masterful. The screenplay felt phenomenal to me. It kept me hooked from start to finish.",1,train
"Honestly, i found the acting brilliant. The director's work turned out to be incredible. Everyone in the theatre applauded.",1,train
"Honestly, i found the ending fantastic. The movie felt superb to me. The script turned out to be amazing. One of the best I've seen this year.",1,train
"Honestly, the lead actor turned out to be inspiring. I found the director's work heartwarming. I found this sequel touching. This picture turned out to be remarkable. Everyone in the theatre applauded.",1,train
The dialogue turned out to be captivating. The screenplay was superb. I found the plot beautiful. The lead actor turned out to be heartwarming. A true masterpiece of storytelling.,1,train
"In my opinion, this film was phenomenal. This drama was fantastic. The movie turned out to be delightful. This documentary turned out to be fantastic. It kept me hooked from start to finish.",1,train
"To be fair, the lead actor felt flat to me. I found the performance flat. The movie was confusing. This picture felt mediocre to me. It dragged on far too long.",0,test
"In my opinion, the acting felt predictable to me. This documentary felt underwhelming to me. The script turned out to be disappointing. Nothing about it felt original.",0,train
"To be fair, the story was underwhelming. The lead actor turned out to be mediocre. I nearly fell asleep halfway through.",0,train
"In my opinion, i found the story dreadful. The performance felt shallow to me. The plot made absolutely no sense.",0,test
"To be fair, the pacing turned out to be painful to watch. The ending turned out to be clumsy. The soundtrack was mediocre. It dragged on far too long.",0,train
"Honestly, i found this sequel underwhelming. I found this picture flat. I found the dialogue disappointing. I couldn't wait for it to end.",0,train
This documentary turned out to be awful. I found the screenplay underwhelming. The ending was boring. The whole experience was forgettable. It dragged on far too long.,0,train
"Honestly, the performance was remarkable. The pacing turned out to be superb. I would watch it again.",1,train
"To be fair, the script turned out to be amazing. The acting was masterful. The pacing turned out to be inspiring. Worth every minute of my time.",1,train
"In my opinion, i found the ending dreadful. The acting was predictable. Save your money and skip this one.",0,train
"In my opinion, i found this film outstanding. The lead actor felt touching to me. The dialogue felt gripping to me. The screenplay felt outstanding to me. Worth every minute of my time.",1,train
The soundtrack was gripping. The script felt masterful to me. I was moved to tears.,1,train
"In my opinion, this documentary was flat. This picture turned out to be confusing. The whole experience felt clumsy to me. I found the pacing confusing. It dragged on far too long.",0,train
"In my opinion, the performance was wonderful. This sequel felt touching to me. A must-watch for any fan of the genre.",1,test
"Honestly, the whole experience felt remarkable to me. The soundtrack felt remarkable to me. The acting was gripping. I was moved to tears.",1,train
The dialogue was masterful. The ending was fantastic. The story was gripping. A true masterpiece of storytelling.,1,train
"In my opinion, i found the movie underwhelming. This picture was shallow. The plot made absolutely no sense.",0,train
"In my opinion, this picture was outstanding. The plot turned out to be wonderful. The pacing felt incredible to me. The performance was compelling. One of the best I've seen this year.",1,test
"Overall, the lead actor felt fantastic to me. The whole experience turned out to be captivating. I was moved to tears.",1,test
"Overall, this drama felt underwhelming to me. The whole experience turned out to be dull. I couldn't wait for it to end.",0,test
"In my opinion, the movie felt wonderful to me. This picture was heartwarming. The script was gripping. The performance felt inspiring to me. One of the best I've seen this year.",1,test
"Honestly, i found this documentary heartwarming. The story turned out to be compelling. I found this picture amazing. Highly recommended for everyone.",1,train
"Overall, this drama was disappointing. This documentary turned out to be underwhelming. I wouldn't recommend it to anyone.",0,test
"To be fair, the lead actor was unconvincing. I found this documentary boring. I found the soundtrack dreadful. A complete waste of time and money.",0,test
The screenplay was masterful. This film turned out to be excellent. I found the pacing delightful. Everyone in the theatre applauded.,1,test
"Honestly, the script turned out to be unconvincing. This drama felt badly acted to me. The acting felt dull to me. Save your money and skip this one.",0,train
"Honestly, this picture turned out to be badly acted. The movie felt badly acted to me. I couldn't wait for it to end.",0,train
The whole experience turned out to be heartwarming. The pacing felt captivating to me. The dialogue felt brilliant to me. This documentary felt remarkable to me. A must-watch for any fan of the genre.,1,test
"In my opinion, the cinematography turned out to be shallow. The lead actor turned out to be underwhelming. I found the ending flat. The soundtrack turned out to be boring. The plot made absolutely no sense.",0,test
"Honestly, the pacing turned out to be unconvincing. This picture was confusing. I found the cinematography dreadful. This drama turned out to be terrible. A complete waste of time and money.",0,train
"Overall, the cinematography was beautiful. The whole experience turned out to be brilliant. The story felt wonderful to me. Everyone in the theatre applauded.",1,train
"Overall, the acting felt dull to me. The whole experience turned out to be lifeless. This film felt unconvincing to me. The ending was dull. I regret watching it.",0,train
"Overall, the performance turned out to be brilliant. The soundtrack felt beautiful to me. The acting was beautiful. Everyone in the theatre applauded.",1,train
"To be fair, the acting was inspiring. This documentary turned out to be phenomenal. The emotional depth was incredible.",1,train
"Honestly, this drama turned out to be compelling. The whole experience felt phenomenal to me. A must-watch for any fan of the genre.",1,train
"Overall, i found the director's work unconvincing. I found this film tedious. The screenplay was terrible. The plot made absolutely no sense.",0,train
The screenplay felt brilliant to me. The story felt excellent to me. I was moved to tears.,1,train
"In my opinion, i found the whole experience unconvincing. The story felt clumsy to me. It dragged on far too long.",0,train
"In my opinion, the acting felt excellent to me. The ending felt wonderful to me. I found this documentary beautiful. The cinematography was amazing. A must-watch for any fan of the genre.",1,test
"To be fair, this film was inspiring. I found the director's work amazing. This sequel turned out to be touching. Worth every minute of my time.",1,train
"Overall, this documentary was confusing. This film turned out to be unconvincing. The plot was badly acted. I found the soundtrack unconvincing. I expected so much more from this cast.",0,train
The whole experience felt lifeless to me. The script turned out to be predictable. I wouldn't recommend it to anyone.,0,train
"In my opinion, the performance turned out to be masterful. The movie felt fantastic to me. This picture was masterful. I found this sequel amazing. Highly recommended for everyone.",1,train
"Honestly, the performance turned out to be impressive. The soundtrack turned out to be heartwarming. This sequel turned out to be inspiring. The emotional depth was incredible.",1,train
"Honestly, the cinematography turned out to be tedious. This documentary was mediocre. The dialogue was lifeless. This drama felt underwhelming to me. I wouldn't recommend it to anyone.",0,train
"In my opinion, the ending was unconvincing. The soundtrack was disappointing. The cinematography felt shallow to me. It dragged on far too long.",0,test
The dialogue turned out to be terrible. I found this sequel predictable. The performance felt lifeless to me. It dragged on far too long.,0,train
"In my opinion, the acting felt compelling to me. The whole experience turned out to be beautiful. Highly recommended for everyone.",1,test
The performance turned out to be beautiful. The acting turned out to be masterful. The director's work felt fantastic to me. I found this documentary heartwarming. Worth every minute of my time.,1,train
"Overall, this documentary felt poorly written to me. I found this film disappointing. Save your money and skip this one.",0,train
"In my opinion, i found the plot gripping. I found the lead actor captivating. I found the soundtrack captivating. The dialogue turned out to be delightful. It kept me hooked from start to finish.",1,train
"In my opinion, the screenplay felt outstanding to me. The whole experience was touching. The lead actor felt inspiring to me. I found the dialogue phenomenal. It kept me hooked from start to finish.",1,train
"Honestly, the movie felt excellent to me. The cinematography turned out to be compelling. Everyone in the theatre applauded.",1,train
"Overall, i found the lead actor masterful. The dialogue turned out to be wonderful. One of the best I've seen this year.",1,train
"To be fair, i found the acting impressive. The cinematography turned out to be excellent. The story felt incredible to me. Worth every minute of my time.",1,train
"In my opinion, the lead actor was underwhelming. The performance turned out to be underwhelming. This picture turned out to be tedious. This sequel was forgettable. A complete waste of time and money.",0,train
"Honestly, the movie was outstanding. This sequel was remarkable. The soundtrack felt phenomenal to me. I would watch it again.",1,test
"To be fair, i found the script underwhelming. The performance felt mediocre to me. The soundtrack was dreadful. This sequel felt terrible to me. The plot made absolutely no sense.",0,train
"Honestly, the whole experience was touching. I found the script amazing. The cinematography felt amazing to me. This picture felt outstanding to me. One of the best I've seen this year.",1,train
The movie felt heartwarming to me. The screenplay felt outstanding to me. The pacing was fantastic. The performance was incredible. A true masterpiece of storytelling.,1,train
"In my opinion, the ending turned out to be incredible. I found the story touching. I found the plot compelling. One of the best I've seen this year.",1,test
"To be fair, the director's work turned out to be terrible. I found the dialogue dull. The whole experience felt lifeless to me. The performance turned out to be lifeless. Save your money and skip this one.",0,test
"In my opinion, this sequel turned out to be excellent. I found the acting outstanding. It kept me hooked from start to finish.",1,train
This drama was impressive. The screenplay was gripping. The script was outstanding. I found this sequel inspiring. The emotional depth was incredible.,1,train
"Overall, the acting felt amazing to me. I found the script delightful. The dialogue felt inspiring to me. This drama was compelling. One of the best I've seen this year.",1,train
The director's work felt underwhelming to me. This drama was disappointing. This documentary felt boring to me. The movie was badly acted. Nothing about it felt original.,0,test
"Overall, i found the ending disappointing. The pacing was confusing. The plot made absolutely no sense.",0,test
"Honestly, this film turned out to be tedious. The acting turned out to be forgettable. The pacing was poorly written. I found the soundtrack poorly written. Save your money and skip this one.",0,train
"Overall, this sequel felt poorly written to me. The lead actor was confusing. This picture was lifeless. I nearly fell asleep halfway through.",0,train
"To be fair, this film was lifeless. The story felt underwhelming to me. The plot turned out to be predictable. Save your money and skip this one.",0,train
"Honestly, the cinematography felt wonderful to me. The screenplay felt compelling to me. The emotional depth was incredible.",1,train
This picture was disappointing. I found the whole experience awful. Nothing about it felt original.,0,train
"Honestly, the cinematography was underwhelming. I found the lead actor unconvincing. The screenplay was tedious. The director's work turned out to be underwhelming. A complete waste of time and money.",0,train
This picture was delightful. I found this documentary masterful. A true masterpiece of storytelling.,1,train
"Overall, this sequel felt impressive to me. The plot turned out to be brilliant. The dialogue turned out to be heartwarming. Everyone in the theatre applauded.",1,test
"In my opinion, the movie turned out to be remarkable. The soundtrack felt touching to me. The pacing was heartwarming. Highly recommended for everyone.",1,train
"In my opinion, the lead actor felt gripping to me. I found this film impressive. The story was phenomenal. The performance felt brilliant to me. A true masterpiece of storytelling.",1,train
"Honestly, this drama was brilliant. I found the movie heartwarming. The whole experience felt impressive to me. The performance turned out to be heartwarming. One of the best I've seen this year.",1,train
The dialogue was incredible. I found the whole experience fantastic. I was moved to tears.,1,train
"Honestly, i found the script masterful. This drama turned out to be brilliant. The ending felt wonderful to me. This sequel was outstanding. A must-watch for any fan of the genre.",1,test
"To be fair, this sequel was delightful. This drama felt gripping to me. The emotional depth was incredible.",1,train
"To be fair, the ending turned out to be outstanding. The director's work was gripping. The screenplay was brilliant. Highly recommended for everyone.",1,test
"To be fair, i found the soundtrack impressive. The screenplay turned out to be masterful. It kept me hooked from start to finish.",1,train
"Honestly, the lead actor felt predictable to me. This drama was shallow. I expected so much more from this cast.",0,train
The screenplay felt predictable to me. This sequel turned out to be forgettable. The plot was awful. I found the dialogue boring. I expected so much more from this cast.,0,train
"In my opinion, the script turned out to be phenomenal. The whole experience felt outstanding to me. The pacing turned out to be impressive. I would watch it again.",1,train
"To be fair, the performance felt impressive to me. The director's work was gripping. I found this film incredible. Highly recommended for everyone.",1,train
The dialogue felt outstanding to me. The director's work turned out to be captivating. The lead actor was fantastic. Highly recommended for everyone.,1,train
"Honestly, the cinematography was incredible. I found this film outstanding. The lead actor felt compelling to me. The performance felt impressive to me. The emotional depth was incredible.",1,test
"To be fair, the plot was inspiring. I found the dialogue remarkable. The movie felt remarkable to me. I would watch it again.",1,train
"Honestly, i found the director's work fantastic. The pacing was inspiring. This picture felt wonderful to me. It kept me hooked from start to finish.",1,train
"To be fair, the soundtrack turned out to be dreadful. The acting was lifeless. The ending was confusing. I found the plot dull. I nearly fell asleep halfway through.",0,train
